File_,Options,HashPart1,HashPart2,HashPart3,HashPart4
fil74DF5DD453E1C7CD91472F71D787DAAB,0,-1783287412,-49453256,906827330,1955633341
filA1EB45D61BB474F47E25D8363DF01647,0,-688108867,580753429,-1183890099,-2111238163
fil7EBFBF619A77AFD2CC6F4252B20477B8,0,1693370220,-1075255287,540780498,-1539292792
fil83964DB1C0241017E3AF94E9D2CAFDE3,0,1643947278,401964880,1097188578,-1996894521
filFF6F8051C2E713CBB10D6E7E34B7D1FC,0,828855778,-457701423,-2056271788,-169281841
fil3EE13FCC0A0295587F273234727EB9E1,0,-1993939637,943750802,2045185093,2104939216
fil9752EF6BC9B0EB9B9C5FC00F26FA8885,0,957049761,1468109192,-1270747779,453761180
fil746413E4402A2537547F9215A0A639BB,0,643133086,-2084414616,343170214,-992378432
filAAD40976D712216F2FE7DEBC0EAA4BDD,0,-266712392,1321170494,-78630767,-1717741885
filD5D73B9D31BE6E33D6A7EEDBA761B7C9,0,828855778,-457701423,-2056271788,-169281841
fil2C12761787385FFFF0BEE3E0955F0CEB,0,-860248957,-1577914228,965988165,652833942
fil9C4EF34DA46837980D9110583AC4D48A,0,943901380,-2111587936,-1705980915,-1685818001
fil426061DC706380B0DA0EC044359A181E,0,-2004644190,-2106224401,-1695452234,-698842672
filC529F7631C6197126E664F157BE5C913,0,-945101066,174940943,1928409597,288029430
fil3061EA1600A9C9215880742C7B4426FC,0,1675237402,-1665876021,1802396089,1660302845
fil355E4E060D12EF59F32C668823F3EFEE,0,-716260864,447281125,-1383346696,2131935606
fil4AAC8F50D7FC69A35223F59ED6824467,0,828855778,-457701423,-2056271788,-169281841
fil5E166F47D2D016FD16B8A878D295108F,0,-873698723,-546923591,601556177,-1194533398
fil091033A430F44F2E5ADFA0ACA0C26A4D,0,957049761,1468109192,-1270747779,453761180
filB2D5A9A6F3B65D2AA561361B56FD2EE6,0,197855551,564571579,2011211184,-85811303
fil47EE7765B8D3EF2814C99B67F43BD3D0,0,-1190047773,-1892896211,-567323577,-159411295
fil6D506191B5EB9F70702CA01E6060A60F,0,828855778,-457701423,-2056271788,-169281841
filA921EE1C3D3D959534D22E1A90B063F9,0,1400543569,-240864020,1068930452,-1245879237
filA960612B728153C527C61105E037E590,0,-1153073801,-732897348,180830876,-17453865
filAA196D19595C732093F9CCC7A4A5BE35,0,-653307273,-10057769,-458152416,1839940392
filB70F4B49CD2C9D0906784E8B8BBF59D8,0,2135602330,-1451334039,81393955,334369113
fil0AFE9C5C4678A5E1224569796A2D72A6,0,2134249497,216426239,952558466,-1514741369
filE2FA9A02A39D3DB39D346811D2EF89AF,0,440171528,-1922668893,1493094776,-1767865049
fil70765F08AC315E8DE6DA24E58CC207E6,0,1919158368,1279640695,863885804,-890213952
filDF17935BAF07E2957DF0B98CA2F89432,0,-1127967718,-606175961,-1473142694,-1943118938
fil3B4FA05476D50B65E687466CF7F0B328,0,828855778,-457701423,-2056271788,-169281841
filE3E2A26C5CA457D87C4AFBDFB3C8C0B8,0,-956763058,-502895294,1173178593,538278419
fil64E433AFD6C74978D3B4F88E44970885,0,2127088620,-18719669,-644927448,-205871118
fil448BA875AD33BAC3378BCF1E12A5581F,0,393148524,430596881,2036651177,-305460648
filE71EB8985097D39625FFE7EBAE292870,0,788864941,770109316,1682691104,1990122375
fil6C5309EC1A187897707A09104386F7B4,0,828855778,-457701423,-2056271788,-169281841
fil01AC6E1B462AFDCBFDFF31DF60D3B5D9,0,-861094956,1791442370,-590237637,1212902946
filB0FE94DB342A4F3AAF90959A13BAE770,0,-480485218,886139579,1304778171,1793793158
fil29091B91B90E8419194AFA17DE004DB9,0,-653307273,-10057769,-458152416,1839940392
filF868A67B0E6E90DA5B902B2858F71935,0,1328962679,-203979668,-2068716736,-515887151
fil99CE3EF9FE657AC5E653991D06862CF4,0,643293384,1095249319,-312907141,-1463158995
fil409446E98EB6BCB28DD62C05CD6F8895,0,-2002262634,-1046640077,2049385046,1815162578
fil39C429250662A460B36CB072F62DC68A,0,-133092531,29330490,1155353189,-422959449
fil861F78BB3091FB2918C9976C022FA2FF,0,828855778,-457701423,-2056271788,-169281841
fil6BD70F936FF395FB4C9E6C6DFEA8C3BF,0,614830083,900551945,-1533749473,-423247508
filA14D6EA4DB3217CE4FCBA7D8863CDBE8,0,-801503951,1418948176,-1272853904,-812077508
fil8BFD206DA4255F6206A8B58222065A5D,0,-829788224,-815211052,-566405206,-70658658
filADA10626E510B4F540386AC63482806F,0,428885256,1400789260,-1653694613,1565746972
filBB9BAC144DF72F247A26F789A7E09D97,0,828855778,-457701423,-2056271788,-169281841
filEBF8A114ECA40F0FD5C33FC973D9AE95,0,-629747284,-1631170769,1584560339,1126381468
filFF3946473361CF3509482D5559427004,0,1276286120,-943335994,218562074,1644682845
filE58726EDB7D95729D55441E42378DAD1,0,-653307273,-10057769,-458152416,1839940392
filEC1C41BC955229704C9CA2BF7D545F34,0,1328962679,-203979668,-2068716736,-515887151
filA8894FE8A58C14879B19ED42242E4B54,0,-1456094261,609123464,-881708748,-286193732
fil1151CFA1E59688EBF2B969EAC484F293,0,-1921900856,1664044189,-1988163985,746984652
filC25924DABCCD31D9A086D32BA8DF7C1D,0,458023113,1224713012,-770213854,-258924605
fil30309481748BFFD0E176E53D47B60FBE,0,828855778,-457701423,-2056271788,-169281841
fil6C75DCE2040CB3F06A86AD0EED0DF247,0,-1152440009,1180793221,1211741878,2071654548
fil60CB90E84F8B13F6F7EC7265E8F9384D,0,-308896092,-7231585,-1167908853,-1289468263
fil3CAD345960B070A2EF53FEE81A383E30,0,-2128311669,1772807689,-1233203412,760648329
filE0D3B5BB97B0DF3B2F543B479162B1F6,0,-1102945440,10978680,1702119840,2022092495
fil173D0782D5F916E835C20059312AE0E6,0,828855778,-457701423,-2056271788,-169281841
fil1ECA64436A6C797E122D167C3258BDFF,0,306682523,2086607713,585851383,1850720322
filE07AFB8DF699EEC538F3DA1951375F30,0,1385414666,-610833132,1064481,1704392852
filC55049E6F721FE85C896871BEE397F56,0,1068573519,-1220860564,-932381259,268900536
fil9D65EF39E7F371B62DBA0D1F0BBF0816,0,-1906462064,752728591,38817869,-102164938
fil41EF16A1527CE35D34CBE8C195FB1DBD,0,814595625,-788582663,1269906713,-274648398
fil3814FCB95094588EAEB09DDADCF6014C,0,1112029855,1840932918,-611564019,-1344021642
fil4506A3C6FC45A2F3708229236A2B6AFC,0,1152524645,-6683500,-1760633783,1406801693
filDBB36A5DB7852920AE1068A086A5323E,0,1547421235,194141246,808694168,1916087234
filCB0C5B027E47B9D44AACC2630774EEFD,0,-1521951037,203552955,374477775,1145684388
fil94870B16F8356327C611AF9F17C184CD,0,828855778,-457701423,-2056271788,-169281841
filBD7E2E8A361C7E68008D80E1782CD067,0,1653590770,-1085689192,2054949634,1750277514
filEEB0128326EE681B65128166BDBE06E6,0,-1786116517,1434266692,1779872773,-1518455433
filD8D8C7F25FEF164C431FF29327955151,0,100243770,911830968,584166793,653719190
fil0EC00B86C7E376FB2913A592AC41DA48,0,1832581967,-261750961,-2104624462,174816049
fil71985C0354EBFF50590E6868516FC77F,0,828855778,-457701423,-2056271788,-169281841
filC17EF0569491EB7DD2D1AF004C299CA9,0,1767942873,-1366481146,1313564812,747048762
filDF262EE933641A8F4CD0F484CB9F20A5,0,1918137942,1224803432,611547548,1078180456
fil6F3EAB34FCD5357ABD077D98B21B0E81,0,1112029855,1840932918,-611564019,-1344021642
fil329A0A48784153CC8EC9BA4397B07917,0,575267794,1769236960,-2134354320,581723114
filD2FCD284C8A70EABCC1B93A095198CA1,0,2068070723,-192161942,-346428457,1664984501
filA755D5E5C666E554E51498C898FCAEAF,0,-793196065,-1490793019,735904091,-1994643996
filA64C51F0E63950631B3BB7FF11B2C5CD,0,828855778,-457701423,-2056271788,-169281841
fil2F73E48D2974E79697F3892CF32A3AD4,0,1653590770,-1085689192,2054949634,1750277514
fil9BE80C7DADBEBCFD884A1B06BDD38E71,0,592740317,431203474,946242118,-884512719
fil5711E5BD6A03BABA87331666FD63FFDD,0,-470402428,-1123011272,-1657996055,1236008179
fil60BCD67FE6C97E3083F521EB5C077F41,0,1282967140,-2101116533,-1715813828,845282952
fil3C9CBA8CE455C2F2C8FF1B2E759EA0EB,0,828855778,-457701423,-2056271788,-169281841
filDCA70132B8B930D06D19A2ABAA00F0D9,0,702008765,1376812941,726693601,-773975384
fil716037B8ABAB20D5482A4BDC1C05854F,0,923533676,-797730313,1617367087,320205390
fil1FEF5DF27D55ED1D0761D35274022F32,0,1112029855,1840932918,-611564019,-1344021642
fil6703EDAE67A6A4B0A9940D6DEF0C2EC8,0,-591879556,-1743519479,-1749061707,-120371479
fil1EF2604593468C5C182D96898187D21A,0,-759287047,-767417135,498403093,-678578142
filC783F70D3552CECE58E275456FF2F608,0,-629462015,40081767,1209515655,-88016514
filD4C1ACF307AC11CCA0189807B6B70A6B,0,828855778,-457701423,-2056271788,-169281841
fil053167A1A9A675C2B055E9FCFA2EA798,0,1653590770,-1085689192,2054949634,1750277514
filA6F99DECF0EFD91C5EA32E8197EF4999,0,1496728804,-1146475220,-124266541,-1555729770
filD976B1998AF0C8DA5030075BB9DF29D5,0,-470402428,-1123011272,-1657996055,1236008179
fil9AB17087B8F7485B79825056626EF167,0,1282967140,-2101116533,-1715813828,845282952
fil52D9BF27C81568F126620D73DA0737D0,0,828855778,-457701423,-2056271788,-169281841
filD40E8099253064A8DBF0FEE1C16F9056,0,702008765,1376812941,726693601,-773975384
fil41D3A54CBE4F08D7F7D008486C1A7C29,0,923533676,-797730313,1617367087,320205390
fil77A4EB2A52802058DE92FAB935B2BF6B,0,1112029855,1840932918,-611564019,-1344021642
fil6E28BEF6CE336C35DD3957AD0B1F7D5F,0,637519002,-126073800,1188728901,-45667465
fil627078FEA590DF6567190CB8ABBDC9A3,0,-1235713468,985616011,1606914149,688677066
filE5F39FB25C761344660D16B707D6FBAE,0,917838589,1842387579,1616174488,-2143345611
filA22120B0B7F1552F6154C218B651DFE8,0,828855778,-457701423,-2056271788,-169281841
filFA6A42BDBA7451EDB309D2384539ED6A,0,1653590770,-1085689192,2054949634,1750277514
fil844541AB12B5083C07F8DA1C8556F2D7,0,375891644,321768121,-427048284,2003249051
filD9221EC2A2DB82661F8BCA87F3AE87DD,0,100243770,911830968,584166793,653719190
fil6A9FE55A5FBC13664A2EED86FF0509F1,0,1832581967,-261750961,-2104624462,174816049
filA9E9F6320EF9F7C5AD910D036FBF286E,0,828855778,-457701423,-2056271788,-169281841
fil954D53C29B305432B4E5A18CF1041410,0,1767942873,-1366481146,1313564812,747048762
fil42A1123C5C57102D8E06E850288B558E,0,1918137942,1224803432,611547548,1078180456
filCE2E96E0FA2B0319AF6E3598A21B5C10,0,1112029855,1840932918,-611564019,-1344021642
fil56EC1CE0101AB012F70D3E53C7958A2C,0,1152524645,-6683500,-1760633783,1406801693
filB1A4CD1DFC95BABAA60D1EEDED6ADF34,0,1547421235,194141246,808694168,1916087234
filCA69D05A40ED79BC3D2B5B80D3414818,0,-1521951037,203552955,374477775,1145684388
fil154919786E0851155C1FE199A16DE7FE,0,828855778,-457701423,-2056271788,-169281841
fil5C3754039D6E0F35373D51FCDF52EB53,0,1653590770,-1085689192,2054949634,1750277514
filAECB46B6BEC42A878CF47D26C4CAE667,0,-1786116517,1434266692,1779872773,-1518455433
fil7C54748EB31AF5FCCD5C2EB5D7D8E9B2,0,-470402428,-1123011272,-1657996055,1236008179
fil2E0CEFE0FE4A02AC2C76092B2537D4FA,0,1282967140,-2101116533,-1715813828,845282952
filB3BE2A5742955EE8462C314261DB24CD,0,828855778,-457701423,-2056271788,-169281841
fil88737DB359E078B609314A8E9969C42F,0,702008765,1376812941,726693601,-773975384
filD8BF3185554AE976E86F1E87C15D929E,0,535091992,-508512453,-1986958308,90907358
filB9BF3925FE81C7355CE322C7BB23B50D,0,1112029855,1840932918,-611564019,-1344021642
fil55501DB3A3AE13EA6D2AB865CFB899A3,0,-591879556,-1743519479,-1749061707,-120371479
filF886AEE2ABC40D66511CA02DF81E51CB,0,-759287047,-767417135,498403093,-678578142
fil03E1A109ACD08B1866823951AE80CF83,0,-629462015,40081767,1209515655,-88016514
filB0A2E6627069D0DD1E26097BF33C599A,0,828855778,-457701423,-2056271788,-169281841
fil3E4F4F8EB6FA3C7C5AAA7221760D7367,0,1653590770,-1085689192,2054949634,1750277514
filD3390E530CB443D223DCC32C7DD8BBAF,0,1496728804,-1146475220,-124266541,-1555729770
filCD5599631CC88427685DDBBF616F53E7,0,-470402428,-1123011272,-1657996055,1236008179
fil51E8E1BE6BE8FBEBD05F6CDB0A54D297,0,1282967140,-2101116533,-1715813828,845282952
fil18FACEE18C94591EF353F4C954ABAE62,0,828855778,-457701423,-2056271788,-169281841
filC8D5F673DA2CE1A8FB130A6ED2FC4F6E,0,702008765,1376812941,726693601,-773975384
fil7E650FBC942FBDC7D9F46CA97383741D,0,923533676,-797730313,1617367087,320205390
fil1C743C679939B6662B7E46C98D982639,0,1695098678,853699521,2126122658,1096572973
fil1C59034AF118087BF67F2A24D3E6057C,0,850377190,1437978813,-1237435399,24280159
fil09F980FB762EB6437FB1CF5E51D5DEA1,0,-759287047,-767417135,498403093,-678578142
filE4C59225B1F1AF96054970988ED452A7,0,-1337470820,1250661392,-674162583,-1444638871
fil1A09FD294C53C3FB5B73227A9396A8C0,0,828855778,-457701423,-2056271788,-169281841
fil0E49ADE4E23D59B1E6D14E63AEDC4D5A,0,-1217007995,-531033917,783994552,95146034
fil33DF9F5062085A140310482A8DA6446E,0,759373344,370542774,-1962606033,-1988807837
fil251A84C57AD9D1B49150D04EF77A5013,0,1695098678,853699521,2126122658,1096572973
filA9474A24490E5DA37764F7B868174513,0,1803109239,-2054529059,-1896863942,1915229088
fil88500822C1EB8699C20E9EE235998F1F,0,828855778,-457701423,-2056271788,-169281841
fil22136B7DACD5A06ACE57C71D481DA325,0,-1217007995,-531033917,783994552,95146034
fil89F2193A4403098333E3023EB04CC31E,0,1919158368,1279640695,863885804,-890213952
fil85845130BE66381ABB4ACEC5E466812F,0,1695098678,853699521,2126122658,1096572973
fil45D19DF870EF497AC0FB6B5BB5EF4EC4,0,33223879,1524284193,-1531735480,780499815
fil95F38653A84F7C8450735B3A17BC43FC,0,-378219004,1609323165,1630985010,-343552586
fil922DBF1BE871E0AE0648AE6D04FDE77C,0,-503583100,1370383546,-1208820062,-1171734587
fil34E328A8AAE9EE1E4B0A2E7F93637DC9,0,828855778,-457701423,-2056271788,-169281841
fil67D684611ADD6B713DE509FEF563E62D,0,-1217007995,-531033917,783994552,95146034
fil54DE1F5FE64E745B45AC10AC1C69AD28,0,-1225048198,-2017643993,-1899463822,1799251440
filE01AF66D62B2F9BB8D9269944EF37AF5,0,1695098678,853699521,2126122658,1096572973
fil8C7D3AF8B5D74F8F5176B82BE792D400,0,1803109239,-2054529059,-1896863942,1915229088
fil78007D11C0358B6B29598E51874D4EA3,0,828855778,-457701423,-2056271788,-169281841
filF90DAA248EEE967FF785807418F7ADE7,0,-1217007995,-531033917,783994552,95146034
fil92B5E5BD6C9EB6D0BBF225CA0DFB235A,0,1919158368,1279640695,863885804,-890213952
fil879FE06226F7E452DE80A4E87742D39A,0,-1135560659,880928708,-1788192513,-406028002
filDB135AEF10E148F6456CFAC041597842,0,-362097635,667567961,-178524450,-479083325
fil11B82F528CB1C439C76E337DB6A1ACB9,0,1918137942,1224803432,611547548,1078180456
fil4F6D5EEB23C57EF183C4C471AAF8BDA1,0,-1044631336,1089997040,-1407451194,-856304527
fil24B04B7321AAA81539E78969BAA6920A,0,828855778,-457701423,-2056271788,-169281841
filBF1899480CF33E76CEE8A82451E4AFBC,0,-679284268,799401900,1294392078,1594052542
fil8DA5F28235796D15B354E8D2888103DC,0,-349394199,430516443,1661552355,1774323717
fil477AB60DA26394B610BC5D66CF62A5A9,0,-1135560659,880928708,-1788192513,-406028002
fil2C00323847EE246D16E5632A6EB328CE,0,-652119172,2143057147,610257980,601282849
fil67927E782CBBC5C6ED564BF794E3A84E,0,828855778,-457701423,-2056271788,-169281841
fil8444F1DBCF0377A57D46B45A7CA7A029,0,-679284268,799401900,1294392078,1594052542
fil7471AE288B08CF9E6D61561F1CEC9DB4,0,1918137942,1224803432,611547548,1078180456
filE72201FBB1652EEAE601BB2E2C0A6267,0,-1135560659,880928708,-1788192513,-406028002
filD7D50D36F499A9831BC7A85ACDDF3ECB,0,-1018541564,1914802508,-2001208236,2129096733
filAAEA3AA1BD054B3BE5C74E0934FECE85,0,923533676,-797730313,1617367087,320205390
fil9D931090164D732F6A441FC01A620D98,0,-200648874,1316490241,1195464556,667120318
fil7847FBE4A0F6D2A7833B66A2B7D2ED43,0,828855778,-457701423,-2056271788,-169281841
fil5635D5A0221891297B7A1C5B9C3E8FCE,0,-679284268,799401900,1294392078,1594052542
filFE1A89AD38341A6419361D2687FE5006,0,-235071926,-679183669,504157258,1418211059
filD26D1FAC209D5631651D640709A15AB3,0,-1135560659,880928708,-1788192513,-406028002
fil93E55E7A167288E83B8C3F3A262CF0AE,0,-652119172,2143057147,610257980,601282849
filB2B143D7A084C67BDAFE2D4E93949B09,0,828855778,-457701423,-2056271788,-169281841
filAC6DECAE77986F44465790EFF480ED96,0,-679284268,799401900,1294392078,1594052542
filF9CCEC4732558B38968604AE491C70B8,0,1918137942,1224803432,611547548,1078180456
fil72D8A7F2AAC12AA695D97B8243D9E95A,0,643133086,-2084414616,343170214,-992378432
fil17EDE833136B90070BF8D59BEAFE4ABE,0,-1356314843,-1070924390,-1345877258,1051910738
filE77C29FE8A8393C11C770C7DDBAE17C1,0,-1482361369,-1925684065,-746459148,442612670
filBB71BE2D68C656AFCA5A80379B2BE9E9,0,565537193,-1792071024,-661669531,1332939420
filF238A7D3C279A6C2A9601ECAA12E718D,0,828855778,-457701423,-2056271788,-169281841
fil88646763567FA94A4343FA312EA3A1E3,0,-2085321362,245086297,-804556457,-60362663
fil8ADB6E6E77C4E4E6674AC3715200C6F9,0,-2002262634,-1046640077,2049385046,1815162578
filECFAD702EEEBC099F7C03F42553433FC,0,643133086,-2084414616,343170214,-992378432
fil23D3ECF6667C9276B57EC20996C92230,0,-2109492870,-388825051,1285337830,2077765893
fil8D2874EA089D8D6DA57AC8AC4DD735F0,0,828855778,-457701423,-2056271788,-169281841
fil8B37A8CA02742F124BDF566C7D92B4AF,0,-2085321362,245086297,-804556457,-60362663
filFFBE755BDDE1535208D5E4789328C729,0,2061861632,417173029,-1345107527,721185983
filDCCDE786D66FB78709775407E798659B,0,197855551,564571579,2011211184,-85811303
fil30149E7089B0E10BC2B2087D06930AC6,0,-854792892,-774234839,-1828159518,871166123
filDD96FCBECEEC7AA16DB28DB93FE2E2DE,0,1547421235,194141246,808694168,1916087234
filF1063CD6DE7C6C5EDB135846CD21D497,0,843162082,1851905009,1873870208,-993823408
fil5C2E67B5155A4101AB3E63AA6BDEF2F7,0,828855778,-457701423,-2056271788,-169281841
filA726C16D9BD0F289F5E74851AEFDEB51,0,202228086,-1518988768,-1760556354,1880420558
filB48FC052F50ADA08125ED452144E452A,0,-1786116517,1434266692,1779872773,-1518455433
fil9778FC2B6D5B9CDD64CE94629929790D,0,197855551,564571579,2011211184,-85811303
fil2793FF3A71A08E4C27EDE2B94D806FE5,0,-1088543283,-589831007,1954272823,-437863112
filFE209D91825CAE42FC940F783ACAE5D1,0,828855778,-457701423,-2056271788,-169281841
fil617EC61A93E5E6001AA116DE8BF1C20C,0,202228086,-1518988768,-1760556354,1880420558
fil47864DF01B5281944FB6E5A4BE83DD6C,0,-238481909,-1045223220,1841546909,-856204595
fil07BB64030EC6F58BB4F6135457E50258,0,643133086,-2084414616,343170214,-992378432
filD763F74EF27E0036B2F4B3522A27E909,0,635926068,1270799586,-1253121550,464121913
fil894C1FD42D3AD83045B815DE708CFD46,0,1918137942,1224803432,611547548,1078180456
fil2A33E5B5949424B2F9DF2E1A3D02485B,0,556786137,2132078996,-2102711888,1216440578
filB74456314A6C8EAB42CDF31026823562,0,828855778,-457701423,-2056271788,-169281841
fil264D2C2A364D4FE8C55ACE0414BE0703,0,-2085321362,245086297,-804556457,-60362663
fil3668F2EBFC102E36F3217F94AEB565CD,0,-349394199,430516443,1661552355,1774323717
filA979545994BAA9E67F1EDF0F0807EBFC,0,643133086,-2084414616,343170214,-992378432
fil636B24530862A78A3A7339D181178A73,0,-2109492870,-388825051,1285337830,2077765893
filA30D732AB2C45ADE1AB46C471C1C5C1C,0,828855778,-457701423,-2056271788,-169281841
fil8A5618C94B49D2399EE1C43276880F1A,0,-2085321362,245086297,-804556457,-60362663
fil898B541BABDF0490A68CA4A7E67A35B5,0,1276286120,-943335994,218562074,1644682845
filA38F83686BFC91BDE49D8E95FEF835FE,0,107473858,2123729195,645377732,-1205185927
fil302BE88B0D183080AC38ED91BCE71C9C,0,-54727639,2099192400,1610765671,-1057441054
filB49450338478D1ACA2F64E2FC8FA0152,0,-1953266360,670681276,55398021,2085016583
filA522C0918CC4569D211643A519A74CE5,0,-634203953,-2127427810,814942779,97500864
fil65E326DCA563A787647AEAED4383EC33,0,828855778,-457701423,-2056271788,-169281841
fil801CFB4B813272FCAEDB0967BC01F127,0,-1726258372,129239861,-1434438505,1313881638
fil432834D3787DD6CCE81DB6AC2F1EA4AC,0,-1019696768,664307505,260506947,1899162764
filEFF6581D2A92FB22A36D12C1A26E7EA1,0,107473858,2123729195,645377732,-1205185927
fil9A14DD0D4398B694EAD95F10EE950D22,0,81587295,-260319047,-1437620998,-1066050369
fil64E05D88F427AAF54BDC7CA42CDC0507,0,828855778,-457701423,-2056271788,-169281841
fil96FA7E622AA5F78787E09F01FF9091CD,0,-1726258372,129239861,-1434438505,1313881638
fil47CBBA5EFE5EDA2186FE7858CA01F929,0,2068070723,-192161942,-346428457,1664984501
fil455B0599E93F08C42AD96DE24974E96A,0,-653307273,-10057769,-458152416,1839940392
fil4BC9EF6B765F479CF9CBFC11789215FC,0,-2050554349,-1023486188,-773795354,1724175781
fil7083BE6810B4E3405C56B123F610B10A,0,1314455139,1857020418,-586521053,274309746
fil23A680A2872A3AFCBE599F55C036453C,0,545760179,2142948648,-1303191041,-1541025333
fil5AD27DD5F5F73BB4C955955D8F86224C,0,923533676,-797730313,1617367087,320205390
filA89FD896F0991226583E8AE2539692E1,0,-694916534,-146669060,-319111151,-323686228
fil3E85B7FC569171655C99014D829408D1,0,828855778,-457701423,-2056271788,-169281841
filF82BF8B5B4A99DD01C7F877E2F144873,0,914153739,1617063810,722651764,124449861
fil9212DE47816F92093B332568EAF709F0,0,1531126146,-1256986164,-366814014,-1872376842
filEE851A2381725B73F7D7F413F3856B6C,0,866017658,-2103355061,1593505631,-1914815640
filCCAA874EC43469C81A46DAF1F6C08A03,0,1226308436,1901061970,-353884252,-1114073368
filB30D1C0E98ACA5F0F80B696F3399C151,0,828855778,-457701423,-2056271788,-169281841
filF9E9E85B53A6694DA3987C536E1CA23D,0,-1794351599,548843865,1231387738,-976216834
fil431BA8BEF7AAE5ABFA7B319A2CBFEEEF,0,-1575198999,-1439101315,1633348355,789767196
fil45C1F0698B7C1EA3609CF234A413013C,0,-173634187,1073771449,-1159078619,-801739868
fil7FA0E83F772257C4B9B6890C0EC8C2E3,0,-653307273,-10057769,-458152416,1839940392
filD31CA85507840D9BB4AA9441CACD3F2F,0,-961371620,-1862712275,-1703384843,-441308975
filCA9ADDB56C97152FDFDCBDA4A99C7DF6,0,719532430,-207137449,-1263624959,-243817538
filD4BC373C699C5DD1A8B1E1F0A83CCF7D,0,-480485218,886139579,1304778171,1793793158
filBB72C6BFC37F09F6E9262C30025118D0,0,-1019191766,518246976,-1059467881,-1779524392
filCAC0C14996720D40FB1F0C3BF7452744,0,828855778,-457701423,-2056271788,-169281841
filEB9DC40B5072F20A37B867EE645D4D0D,0,924096071,-1442015632,1255508662,-920718648
fil3CCEB4DDBB7582BBB011394B170EA7D2,0,1995630032,625243477,1689164657,-831711052
fil4A363CB01613DEB5A9C1285648F2DC9D,0,-1003400729,-1154795078,-940909556,-5802622
fil7532BF43755357397EB5A0730149112E,0,-274978871,-35994401,-1131041156,-1702218374
filD68E307C059568EF76284F83A6E8CDA5,0,828855778,-457701423,-2056271788,-169281841
fil434B8F479B8CA9E5B095FCD9F085F627,0,267180528,1976840285,-928688890,300192834
fil160BEFFC60BBC82FEA252AF21EB6576B,0,-303512860,-903203156,1412829879,842327993
fil5B2DE343F246BB0819F6732501F668B9,0,-653307273,-10057769,-458152416,1839940392
filC6B7B4DB0202FF5FB7A43BCB45A9D6E0,0,-2094528058,-498250524,-55429407,-1804778140
filDA35B358F185E51CED11DA38C37ACBBF,0,2117680487,24762638,-1724311793,2060381591
fil6E86F358358E5558F37762CE81236775,0,-483634489,-1596597159,585882347,-1989455965
fil61CC0871EC2939FDA611755E08D5D315,0,-470673402,-123341725,28504071,-898004456
fil2BD35EBEC488ED7F3A10D949B08384EC,0,828855778,-457701423,-2056271788,-169281841
fil8E4154EB29DD66617EDD5BDF6FD5C360,0,-332295825,-1947938242,-1562525293,-380589508
fil0B1D9EF27025BEF9D31A2375871D861C,0,1971134472,1666615853,-1744973464,-1557195594
fil7EFD601ADCE2691BE0EF45A3F7D6338F,0,-550494271,1938707247,596083119,626439038
filF3212F12173AAE7F19281CA34E89AF03,0,2000866667,-1841321275,-1971351968,787915259
filF56D099DCB602BB30C4D114303A46168,0,828855778,-457701423,-2056271788,-169281841
fil6A16DF986EC3A11C59268AF3F1A943B1,0,862580436,1930532881,-382430513,-2014640092
fil53AFE81EC87E963256C167E12FD76E2F,0,-480485218,886139579,1304778171,1793793158
fil39112C0CAADC90E75113A6DAC43AFA4A,0,-2143909697,1870132956,-1576775025,280885832
fil0103F51F6944D3B4E4AE6F95376C486E,0,-1451357051,750095516,2094326622,-1005537129
filBFFF5A3FD1BC42988BF9E9EA5B2E0B18,0,-977631231,-1676122669,1345010661,-1754742376
filECE6476D7B1FEB7A87714243C24F4946,0,648755729,-1268613295,199561809,1055295800
filAC47223757E2809A67969C789F26D0A6,0,890647311,-901858441,1035516602,-1524565757
fil778A997A25CB6BE3199E859EF5D418BA,0,-1779715674,1493660944,176516667,1175241391
filB4FB9FE08311A6A8A1BAD3199E9D8BB7,0,1183747012,812314831,1077318697,-61323701
fil547E213FACFD3C55EE21E077E834A5C5,0,1530059081,-1034126776,-943396728,-1475362688
fil47CE2E0867A3FABA62247F9260D9ED1F,0,-953535000,-1869371425,-694655859,-1809829150
filA57DB6BBC88D503E7962DF6C997DA906,0,-518763831,818017391,2113039634,-1199057510
filE47077F5796E5BF2F2F2D7BCB7CBDD5B,0,-607519802,-53653879,1506645217,779645044
fil1A021B196B0FDF71AE18B5FBAEE34E6A,0,-1476714421,-1052498161,-1301332699,97058034
fil21C0E9B813E44BC93DB1A146F9767DEC,0,1906632822,1667789067,-806488009,-1549256618
fil4222D568A6A2127176BE0C750064BD30,0,203195796,-422961006,-1537518942,274489623
fil1BB47B4F57C6F2A95A3E6498D5975B0E,0,981708150,346394177,-659475946,-1889665144
filB65E693AD736D1EC1005D407DF68CB6A,0,-458318158,25008807,-500188839,1832794584
fil7BB7528814735749AE02839AC858D638,0,-2054487307,521101461,1021904516,1170477951
fil18BE1BCEC79643B8D86896C5C2B3467E,0,-1526981575,-2091362140,-73639124,315223411
fil1EEADC783F374CF1086C0914D795A3D6,0,1349332377,-4860710,40681126,94549884
filEE3CFB0185B370D2FAA2FD59D0EF3488,0,1821414944,1125217248,470630393,1134342232
filA3D4547A7E654DFED3ABD19C70666FD4,0,510035091,2025950879,-856902162,-1042870531
fil0F90B491A490304AD1EDB5BE70EE92F3,0,312148381,-1537531874,-850942375,-1327419232
